bot_id,bot_name,strategy,base_bet,starting_pool,table_max,rounds_played,rounds_capped,final_playing_pool,final_winnings,final_total,net_profit
1290,Henrik Green,paroli,100.0,100000.0,50000.0,1148,3,0.0,94400.0,94400.0,-5600.0
1291,Zoe Pacheco,paroli,100.0,100000.0,50000.0,1176,1,0.0,104000.0,104000.0,4000.0
1292,Erik Jaramillo,paroli,100.0,100000.0,50000.0,1147,0,0.0,91400.0,91400.0,-8600.0
1293,Guadalupe Christian,paroli,100.0,100000.0,50000.0,1163,0,0.0,94000.0,94000.0,-6000.0
1294,Ledger Curry,paroli,100.0,100000.0,50000.0,1222,1,0.0,110000.0,110000.0,10000.0
1295,Alison Solomon,paroli,100.0,100000.0,50000.0,1145,0,0.0,93400.0,93400.0,-6600.0
1296,Musa Dalton,paroli,100.0,100000.0,50000.0,1169,1,0.0,98000.0,98000.0,-2000.0
1297,Lilian Prince,paroli,100.0,100000.0,50000.0,1132,0,0.0,91100.0,91100.0,-8900.0
1298,Aron Cantu,paroli,100.0,100000.0,50000.0,1159,0,0.0,93000.0,93000.0,-7000.0
1299,Galilea Parra,paroli,100.0,100000.0,50000.0,1156,0,0.0,93900.0,93900.0,-6100.0
1300,Davion Joseph,paroli,100.0,100000.0,50000.0,1154,0,0.0,92000.0,92000.0,-8000.0
1301,Gracelynn Moyer,paroli,100.0,100000.0,50000.0,1117,0,0.0,85400.0,85400.0,-14600.0
1302,Ahmir Benton,paroli,100.0,100000.0,50000.0,1146,0,0.0,92900.0,92900.0,-7100.0
1303,Anais Copeland,paroli,100.0,100000.0,50000.0,1157,2,0.0,96500.0,96500.0,-3500.0
1304,Axton Vo,paroli,100.0,100000.0,50000.0,1149,1,0.0,95300.0,95300.0,-4700.0
1305,Artemis Keith,paroli,100.0,100000.0,50000.0,1160,1,0.0,89800.0,89800.0,-10200.0
1306,Jagger Newton,paroli,100.0,100000.0,50000.0,1120,0,0.0,87700.0,87700.0,-12300.0
1307,Braelynn Travis,paroli,100.0,100000.0,50000.0,1097,0,0.0,91000.0,91000.0,-9000.0
1308,Willie Moody,paroli,100.0,100000.0,50000.0,1142,0,0.0,94000.0,94000.0,-6000.0
1309,Elaine Moss,paroli,100.0,100000.0,50000.0,1159,1,0.0,94900.0,94900.0,-5100.0
1310,Porter Mendoza,paroli,100.0,100000.0,50000.0,1146,1,0.0,88900.0,88900.0,-11100.0
1311,Cora Cannon,paroli,100.0,100000.0,50000.0,1118,2,0.0,91100.0,91100.0,-8900.0
1312,Archie Proctor,paroli,100.0,100000.0,50000.0,1124,1,0.0,88800.0,88800.0,-11200.0
1313,Chandler Wade,paroli,100.0,100000.0,50000.0,1206,1,0.0,106500.0,106500.0,6500.0
1314,Jake Byrd,paroli,100.0,100000.0,50000.0,1165,1,0.0,94400.0,94400.0,-5600.0
1315,Giselle Winters,paroli,100.0,100000.0,50000.0,1163,0,0.0,94000.0,94000.0,-6000.0
1316,Deandre Rivera,paroli,100.0,100000.0,50000.0,1204,2,0.0,106900.0,106900.0,6900.0
1317,Lillian Barrett,paroli,100.0,100000.0,50000.0,1107,0,0.0,83500.0,83500.0,-16500.0
1318,Angelo Valdez,paroli,100.0,100000.0,50000.0,1167,3,0.0,96900.0,96900.0,-3100.0
1319,Diana Terrell,paroli,100.0,100000.0,50000.0,1141,0,0.0,91700.0,91700.0,-8300.0
1320,Jaxen Deleon,paroli,100.0,100000.0,50000.0,1149,0,0.0,95900.0,95900.0,-4100.0
1321,Gabrielle Carter,paroli,100.0,100000.0,50000.0,1107,0,0.0,87800.0,87800.0,-12200.0
1322,Maverick Everett,paroli,100.0,100000.0,50000.0,1066,0,0.0,74500.0,74500.0,-25500.0
1323,Noah McBride,paroli,100.0,100000.0,50000.0,1149,0,0.0,90400.0,90400.0,-9600.0
1324,Denver Lawrence,paroli,100.0,100000.0,50000.0,1160,2,0.0,97500.0,97500.0,-2500.0
1325,Lauren Durham,paroli,100.0,100000.0,50000.0,1172,1,0.0,97700.0,97700.0,-2300.0
1326,Kellen Hensley,paroli,100.0,100000.0,50000.0,1159,0,0.0,97600.0,97600.0,-2400.0
1327,Malaya Hicks,paroli,100.0,100000.0,50000.0,1172,2,0.0,97100.0,97100.0,-2900.0
1328,Maddox Boone,paroli,100.0,100000.0,50000.0,1149,0,0.0,95300.0,95300.0,-4700.0
1329,Mariam Mays,paroli,100.0,100000.0,50000.0,1162,2,0.0,96500.0,96500.0,-3500.0
1330,Jadiel Savage,paroli,100.0,100000.0,50000.0,1126,0,0.0,92600.0,92600.0,-7400.0
1331,Louise Villarreal,paroli,100.0,100000.0,50000.0,1119,1,0.0,89500.0,89500.0,-10500.0
1332,Nikolai Koch,paroli,100.0,100000.0,50000.0,1166,1,0.0,101800.0,101800.0,1800.0
1333,Milana Barton,paroli,100.0,100000.0,50000.0,1113,0,0.0,88600.0,88600.0,-11400.0
1334,Cassius Oliver,paroli,100.0,100000.0,50000.0,1240,0,0.0,113200.0,113200.0,13200.0
1335,Camille English,paroli,100.0,100000.0,50000.0,1144,2,0.0,90700.0,90700.0,-9300.0
1336,Junior Austin,paroli,100.0,100000.0,50000.0,1100,1,0.0,89300.0,89300.0,-10700.0
1337,Alivia Bender,paroli,100.0,100000.0,50000.0,1167,2,0.0,95000.0,95000.0,-5000.0
1338,Zavier Singh,paroli,100.0,100000.0,50000.0,1141,1,0.0,92000.0,92000.0,-8000.0
1339,Vivienne Sosa,paroli,100.0,100000.0,50000.0,1138,0,0.0,91400.0,91400.0,-8600.0
1340,Emir Frazier,paroli,100.0,100000.0,50000.0,1197,0,0.0,103600.0,103600.0,3600.0
1341,Octavia Wang,paroli,100.0,100000.0,50000.0,1206,0,0.0,109700.0,109700.0,9700.0
1342,Cohen Gibbs,paroli,100.0,100000.0,50000.0,1122,0,0.0,86500.0,86500.0,-13500.0
1343,Carter Lawrence,paroli,100.0,100000.0,50000.0,1176,0,0.0,95400.0,95400.0,-4600.0
